id,link,hashtags,urls
1264557024362344449,https://twitter.com/mondegeonumeric/status/1264557024362344449,['#geocovid'],['https://twitter.com/PostGraphics/status/1264360470745681921']
1264260356102172672,https://twitter.com/23_imeliz/status/1264260356102172672,[],[]
1264191011531751424,https://twitter.com/mondegeonumeric/status/1264191011531751424,['#geocovid'],['https://twitter.com/jlcassely/status/1264188179881623554']
1263896138538799104,https://twitter.com/mondegeonumeric/status/1263896138538799104,['#geocovid'],['https://twitter.com/Geodoc31/status/1263571787914317824']
1263865983426539523,https://twitter.com/OurRadiantEarth/status/1263865983426539523,"['#geocovid', '#geospatial']",['http://ow.ly/z61h50zNNgF']
1263787833090850816,https://twitter.com/mirbole01/status/1263787833090850816,['#geocovid'],['https://journals.openedition.org/cybergeo/34804']
1263336220186247168,https://twitter.com/fbahoken/status/1263336220186247168,"['#geocovid', '#monde']",['https://twitter.com/GeoMaisonobe/status/1263058594439794688']
1263335335590756358,https://twitter.com/fbahoken/status/1263335335590756358,"['#geocovid', '#usa']",['https://twitter.com/lenagroeger/status/1263191034453880832']
1263334937152929792,https://twitter.com/fbahoken/status/1263334937152929792,"['#geocovid', '#dashboard']",['https://twitter.com/A_C_Robinson/status/1263193631051206656']
1263141201164800002,https://twitter.com/OurRadiantEarth/status/1263141201164800002,['#geocovid'],['http://ow.ly/uMGC50zLGxY']
1262997362387169282,https://twitter.com/fbahoken/status/1262997362387169282,"['#geocovid', '#afrique']",['https://d3m037qqkidp3x.cloudfront.net/ISP/m/7HbtsC/tw_1589921439719.html']
1262816572575449088,https://twitter.com/OurRadiantEarth/status/1262816572575449088,"['#geocovid', '#covid19']",['http://ow.ly/WKhT50zKxX8']
1262779764177321985,https://twitter.com/fbahoken/status/1262779764177321985,"['#geocovid', '#france']",[]
1262453243621380096,https://twitter.com/OurRadiantEarth/status/1262453243621380096,"['#geocovid', '#cropmonitoring', '#eo', '#gee', '#ag', '#covid19']",['https://cgiarcsi.community/2020/05/11/rapid-response-analytics-of-covid-19-impact-on-agriculture-and-environment/']
1262432077405982721,https://twitter.com/mondegeonumeric/status/1262432077405982721,['#geocovid'],['https://twitter.com/jacquespriol/status/1261635907435855872']
1262122502383427584,https://twitter.com/meussertoes/status/1262122502383427584,"['#fiqueemcasa', '#cloroquinanãosalva']",['https://www.meussertoes.com.br/2020/05/17/covid-19-atinge-201-cidades-do-nordeste-em-uma-semana/']
1261328006448119811,https://twitter.com/OurRadiantEarth/status/1261328006448119811,['#geocovid'],['http://ow.ly/AwrV50zHiXg']
1260644756096380930,https://twitter.com/OurRadiantEarth/status/1260644756096380930,"['#geocovid', '#covid19']",['http://ow.ly/pR2650zFbbN']
1260633726758932480,https://twitter.com/fbahoken/status/1260633726758932480,"['#geocovid', '#afrique']",['https://twitter.com/LeMonde_Afrique/status/1260630294551552000']
1260580518028103680,https://twitter.com/azavea/status/1260580518028103680,['#geocovid'],['https://twitter.com/CARTO/status/1260296431933456391']
1260488401129803777,https://twitter.com/BorisMericskay/status/1260488401129803777,['#geocovid'],[]
1260476042273337352,https://twitter.com/mondegeonumeric/status/1260476042273337352,"['#irlande', '#geocovid']",['https://twitter.com/DecryptaGeo/status/1260471707619426316']
1260283928176406528,https://twitter.com/OurRadiantEarth/status/1260283928176406528,"['#geocovid', '#foodsecurity']",['http://ow.ly/w4Qo50zE6cU']
1260248804600709121,https://twitter.com/mondegeonumeric/status/1260248804600709121,['#geocovid'],['https://twitter.com/mjmrsc/status/1260206035807145990']
1260224223244673030,https://twitter.com/azavea/status/1260224223244673030,"['#geocovid', '#remotesensing']",['https://twitter.com/OurRadiantEarth/status/1258079594780987395']
1260121048177049603,https://twitter.com/mondegeonumeric/status/1260121048177049603,['#geocovid'],['https://twitter.com/obouba/status/1260108595913543681']
1260097245665427456,https://twitter.com/mondegeonumeric/status/1260097245665427456,['#geocovid'],['https://twitter.com/mdrechsler/status/1259960208434085888']
1260096951980298240,https://twitter.com/mondegeonumeric/status/1260096951980298240,['#geocovid'],['https://twitter.com/svial/status/1260012424683347970']
1260096467697569793,https://twitter.com/mondegeonumeric/status/1260096467697569793,['#geocovid'],['https://twitter.com/Geodoc31/status/1260052159619629056']
1259922491683885057,https://twitter.com/OurRadiantEarth/status/1259922491683885057,"['#geocovid', '#hackathon', '#earthobservation', '#covid']",['http://ow.ly/jwhz50zCRZf']
1259810877345325059,https://twitter.com/mondegeonumeric/status/1259810877345325059,['#geocovid'],['https://twitter.com/PhilippeGargov/status/1259771278594052103']
1259810410359926785,https://twitter.com/mondegeonumeric/status/1259810410359926785,['#geocovid'],['https://twitter.com/DecryptaGeo/status/1259797300114792450']
